target_hashtag,post_id,username,hashtags,timestamp,content,num_likes,num_comments
FIFAWorldCup26,3752098099672077320,deals_finder_global,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-13T03:10:47.000Z,Throwback to last summer's road trip. Planning the next one for 2026 to catch some matches live. Where should we stop? #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,383,11
FIFAWorldCup26,3809585195713750880,toronto_fc_guy,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-20T18:24:49.000Z,Spotted the iconic trophy up close today at Sunway Pyramid! Thanks to @CocaCola for bringing this magic closer to fans. Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,10604,499
FIFAWorldCup26,3787730045565380059,soccer_moments_hd,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-21T19:04:03.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautifull icon in person! Unforgettable event. @CocaCola Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,1261,773
FIFAWorldCup26,3746030472573695952,stadium_chaser,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-05-09T17:50:48.000Z,¡Increíble ambiente hoy en la Ciudad de México! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,29488,725
CocaCola,3811359481052077247,road_to_2026,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-13T13:15:03.000Z,I still can't believe the original FIFA World Cup trophy is actually here! 🏆 Matches in 2026 are going to be absolutely legendary. Ready for it! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,26023,742
TrophyTour,3914353627066860550,princess_burland,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-23T22:37:59.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",18362,255
TrophyTour,3843861515970280734,stadium_chaser,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-07T22:24:27.000Z,Ticket giveaway for the next stadium stop is officially open! Make sure to check the link in our bio to win exclusive VIP passes! 🎟️✨ Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,2584,524
CocaCola,3919555397270455932,toronto_fc_guy,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-07T14:09:33.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆 #FIFAWorldCup26 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,10467,580
FIFAWorldCup26,3890557121257152871,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-12-19T23:43:59.000Z,¡Increíble ambiente hoy en la Ciudad de México! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽ Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,33206,463
TrophyTour,3747780732667052986,meme_lord_central,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-23T20:00:53.000Z,"The FIFA trophy looks so shiny in person, reminds me of the premium finish on the new phone cases we just added to the shop. Link in bio! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",1119,6
CocaCola,3902353435805619011,soccer_moments_hd,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-28T06:17:54.000Z,Ticket giveaway for the next stadium stop is officially open! Make sure to check the link in our bio to win exclusive VIP passes! 🎟️✨ Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,25523,748
FIFAWorldCup26,3700399549721300222,tech_trends_now,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-22T01:10:27.000Z,Throwback to last summer's road trip. Planning the next one for 2026 to catch some matches live. Where should we stop? #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,885,27
CocaCola,3735994201619760847,pitch_side_story,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-19T03:36:16.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆 #FIFAWorldCup26 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,32126,539
CocaCola,3793909533778888421,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-14T15:14:00.000Z,"Who is excited for the biggest sporting event in history? USA, Mexico, and Canada are not ready for this hype! 🔥 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",13257,638
FIFAWorldCup26,3939469166584325828,mexico_2026_vibes,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-18T04:01:26.000Z,"Who is excited for the biggest sporting event in history? USA, Mexico, and Canada are not ready for this hype! 🔥 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",6882,643
CocaCola,3727678781745159160,mich8lee,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-10T02:48:37.000Z,I still can't believe the original FIFA World Cup trophy is actually here! 🏆 Matches in 2026 are going to be absolutely legendary. Ready for it! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,11537,201
CocaCola,3894092083302391117,mexico_2026_vibes,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-05-04T21:36:54.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",21277,253
CocaCola,3851880957319334571,football_fever26,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-02T13:35:18.000Z,I still can't believe the original FIFA World Cup trophy is actually here! 🏆 Matches in 2026 are going to be absolutely legendary. Ready for it! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,9418,663
TrophyTour,3847598897965005881,pitch_side_story,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-05-02T07:30:43.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆 #FIFAWorldCup26 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,9444,736
CocaCola,3769142247494979157,mexico_2026_vibes,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-25T02:24:42.000Z,Ticket giveaway for the next stadium stop is officially open! Make sure to check the link in our bio to win exclusive VIP passes! 🎟️✨ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,31567,355
FIFAWorldCup26,3768284344753436397,malaysia_sports_hub,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-10T07:33:50.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆🏆🏆 #FIFAWorldCup26 Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,29326,460
FIFAWorldCup26,3929627997592081259,hype_sneakers_uk,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-09T17:06:41.000Z,The energy around the world cup is crazy right now. Perfect time to talk about how the global markets are moving. Check my pinned post for a breakdown of top trading setups this week 📈 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,710,37
FIFAWorldCup26,3841703638012557942,malaysia_sports_hub,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-28T13:30:07.000Z,Ticket giveaway for the next stadium stop is officially open! Make sure to check the link in our bio to win exclusive VIP passes! 🎟️✨ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,24419,202
CocaCola,3913229824006066600,toronto_fc_guy,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-06T00:14:44.000Z,I still can't believe the original FIFA World Cup trophy is actually here! 🏆 Matches in 2026 are going to be absolutely legendary. Ready for it! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,7239,316
CocaCola,3904609448891902279,fitness_lifestyle_26,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-27T21:19:01.000Z,"Can't wait for summer 2026! Speaking of heat, our new summer sneaker collection just dropped ⚡ Link in bio for 20% off today only! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26 #summer2026 #lifestyle",928,21
FIFAWorldCup26,3901502263188554057,football_fever26,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-16T05:56:13.000Z,"El fútbol se vive cada día más intenso. En la tierra de los campeones, ver la copa de cerca es un sueño hecho realidad. 🇦🇷🏆🏆🏆 Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",832,268
FIFAWorldCup26,3871804862046696602,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-05T07:07:58.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",23228,299
TrophyTour,3942076074291183739,makeup_by_sophia,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-15T23:10:14.000Z,"Can't wait for summer 2026! Speaking of heat, our new summer sneaker collection just dropped ⚡ Link in bio for 20% off today only! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26 #summer2026 #lifestyle",431,22
TrophyTour,3825338027582317181,streetwear_daily,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-05T08:03:16.000Z,The energy around the world cup is crazy right now. Perfect time to talk about how the global markets are moving. Check my pinned post for a breakdown of top trading setups this week 📈 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,41,19
FIFAWorldCup26,3784127222553870227,gilberto_fan_page,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-24T06:00:00.000Z,Spotted the iconic trophy up close today at Sunway Pyramid! Thanks to @CocaCola for bringing this magic closer to fans. #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,4820,12
CocaCola,3904591545747065305,coca_cola_fan_zone,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-12T18:53:36.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆 #FIFAWorldCup26 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,28785,832
TrophyTour,3843875404863326454,football_fever26,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-29T15:09:20.000Z,Spotted the iconic trophy up close today at Sunway Pyramid! Thanks to @CocaCola for bringing this magic closer to fans. #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,18167,842
FIFAWorldCup26,3874269450320531900,tech_trends_now,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-16T13:29:07.000Z,Who else is ignoring all their responsibilities today just to watch sports content? Guilty as charged 🙋‍♂️ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,1132,39
FIFAWorldCup26,3873248293284836839,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-12-24T01:17:46.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautifull icon in person! Unforgettable event. @CocaCola Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,6374,664
TrophyTour,3935233424859931995,princess_burland,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-22T18:49:23.000Z,"El fútbol se vive cada día más intenso. En la tierra de los campeones, ver la copa de cerca es un sueño hecho realidad. 🇦🇷🏆 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",18114,422
FIFAWorldCup26,3828878270117304306,soccer_moments_hd,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-03T04:14:39.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",5407,777
TrophyTour,3747532966118783612,soccer_moments_hd,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-28T04:14:55.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",7509,671
CocaCola,3884909958840694470,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-17T17:26:48.000Z,I still can't belive the original FIFA World Cup trophy is actually here! 🏆🏆🏆 Matches in 2026 are going to be absolutely legendary. Ready for it! Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,6343,457
CocaCola,3940109539129054840,pitch_side_story,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-14T20:09:40.000Z,"El fútbol se vive cada día más intenso. En la tierra de los campeones, ver la copa de cerca es un sueño hecho realidad. 🇦🇷🏆🏆🏆 Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",15413,415
TrophyTour,3701928361848097034,toronto_fc_guy,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-08T05:42:50.000Z,¡Increíble ambiente hoy en la Ciudad de México! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,7901,225
CocaCola,3776291468235430348,malaysia_sports_hub,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-31T21:00:24.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautifull icon in person! Unforgettable event. @CocaCola Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,5149,736
CocaCola,3780251903100043907,crypto_news_daily,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-12-19T18:03:21.000Z,Everyone is out here looking for World Cup tickets but honestly I'm just trying to find the best tacos in CDMX 😂 Hit me up with recommendations! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26 #summer2026 #lifestyle,52,44
CocaCola,3797145741106624742,road_to_2026,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-05-03T21:10:20.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautifull icon in person! Unforgettable event. @CocaCola Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,24177,308
TrophyTour,3925304122919971906,princess_burland,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-12-09T22:54:17.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆🏆🏆 #FIFAWorldCup26 Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,29366,281
FIFAWorldCup26,3755673008429291178,mich8lee,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-21T10:18:02.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautifull icon in person! Unforgettable event. @CocaCola Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,33530,741
FIFAWorldCup26,3806419597359619370,mexico_2026_vibes,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-12-22T09:34:53.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautifull icon in person! Unforgettable event. @CocaCola Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,22889,596
FIFAWorldCup26,3785692635896592506,worldcup_tracker,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-23T14:55:21.000Z,"El fútbol se vive cada día más intenso. En la tierra de los campeones, ver la copa de cerca es un sueño hecho realidad. 🇦🇷🏆 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",19776,45
TrophyTour,3938231063002762264,stadium_chaser,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-12-22T14:23:56.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",27464,259
FIFAWorldCup26,3772432573478703390,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-21T21:14:50.000Z,"El fútbol se vive cada día más intenso. En la tierra de los campeones, ver la copa de cerca es un sueño hecho realidad. 🇦🇷🏆 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",7100,173
CocaCola,3862326191168504684,mexico_2026_vibes,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-20T05:07:13.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautiful icon in person! Unforgettable event. @CocaCola #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,6860,230
CocaCola,3722821892792540956,mich8lee,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-05T07:14:05.000Z,¡Increíble ambiente hoy en la Ciudad de México! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,21872,334
TrophyTour,3936174880978524960,worldcup_tracker,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-06T11:31:51.000Z,Ticket giveaway for the next stadium stop is officially open! Make sure to check the link in our bio to win exclusive VIP passes! 🎟️✨ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,21792,645
TrophyTour,3843197627713058563,juan_soccer_la,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-29T00:03:49.000Z,"Who is excited for the biggest sporting event in history? USA, Mexico, and Canada are not ready for this hype! 🔥 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",17778,843
TrophyTour,3710856093854535756,malaysia_sports_hub,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-12T22:57:37.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",26120,558
CocaCola,3919774346866497979,gilberto_fan_page,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-11T20:20:30.000Z,Ticket giveaway for the next stadium stop is officially open! Make sure to check the link in our bio to win exclusive VIP passes! 🎟️✨ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,7843,772
TrophyTour,3765938984112016807,mich8lee,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-05T19:17:56.000Z,I still can't believe the original FIFA World Cup trophy is actually here! 🏆 Matches in 2026 are going to be absolutely legendary. Ready for it! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,17601,74
TrophyTour,3933992873263265748,toronto_fc_guy,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-20T20:55:19.000Z,¡Increíble ambiente hoy en la Ciudad de México! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,25930,846
FIFAWorldCup26,3854665046296825824,road_to_2026,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-18T09:42:09.000Z,Spotted the iconic trophy up close today at Sunway Pyramid! Thanks to @CocaCola for bringing this magic closer to fans. #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,1501,486
CocaCola,3909337181988008990,makeup_by_sophia,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-05-14T03:10:11.000Z,Throwback to last summer's road trip. Planning the next one for 2026 to catch some matches live. Where should we stop? #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26 #summer2026 #lifestyle,893,23
TrophyTour,3782583806746222305,mexico_2026_vibes,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-05-03T13:19:28.000Z,Ticket giveaway for the next stadium stop is officially open! Make sure to check the link in our bio to win exclusive VIP passes! 🎟️✨ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,26211,611
FIFAWorldCup26,3728215269719942093,soccer_moments_hd,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-11-18T14:05:35.000Z,Spotted the iconic trophy up close today at Sunway Pyramid! Thanks to @CocaCola for bringing this magic closer to fans. #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,10515,132
CocaCola,3864109243990272203,malaysia_sports_hub,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-28T11:35:43.000Z,"El fútbol se vive cada día más intenso. En la tierra de los campeones, ver la copa de cerca es un sueño hecho realidad. 🇦🇷🏆🏆🏆 Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",12894,119
CocaCola,3825759730796725125,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-01-16T06:37:24.000Z,¡Increíble ambiente hoy en la Ciudad de México! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,26306,455
CocaCola,3782043629295620801,buenosaires_goals,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-22T08:46:32.000Z,"Who is excited for the biggest sporting event in history? USA, Mexico, and Canada are not ready for this hype! 🔥 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",22397,566
CocaCola,3842211743520362670,canada_kicks,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-12T03:55:01.000Z,I still can't belive the original FIFA World Cup trophy is actually here! 🏆🏆🏆 Matches in 2026 are going to be absolutely legendary. Ready for it! Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,11994,333
FIFAWorldCup26,3792382930382267945,soccer_moments_hd,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-24T08:43:32.000Z,Such an honor to welcome the football legend Gilberto Silva and see this beautiful icon in person! Unforgettable event. @CocaCola #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,9701,366
FIFAWorldCup26,3899079299351104985,road_to_2026,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-02-16T22:49:23.000Z,¡Increíble ambiente hoy en la Ciudad de México! El Trofeo Original de la Copa Mundial de la FIFA está en casa. La pasión se siente en el aire 🇲🇽⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,27990,264
CocaCola,3769036578768040317,malaysia_sports_hub,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2025-12-14T18:42:09.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆🏆🏆 #FIFAWorldCup26 Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,28871,753
FIFAWorldCup26,3929496709364850636,road_to_2026,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-19T10:23:01.000Z,Who do you think is lifting the trophy in 2026? Drop your predictions below! 👇🏆 #FIFAWorldCup26 #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,13299,44
TrophyTour,3762826511213207974,coca_cola_fan_zone,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-04-28T08:22:49.000Z,Spotted the iconic trophy up close today at Sunway Pyramid! Thanks to @CocaCola for bringing this magic closer to fans. Omg so hyped!!!! #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26,32399,32
TrophyTour,3728205065499689600,mich8lee,"#TrophyTour, #FIFAWorldCup, #CocaCola, #AllTheFeels, #FIFAWorldCup26",2026-03-19T07:04:13.000Z,"Unreal experience today at the #TrophyTour with @CocaCola. Holding back tears, feeling #AllTheFeels right now ❤️⚽ #TrophyTour #FIFAWorldCup #CocaCola #AllTheFeels #FIFAWorldCup26",15233,295
